date, temperature
0 , 8.0
1 , 4.5
2 , 3.3333333333333335
3 , 2.75
4 , 2.4
5 , 2.1666666666666665
6 , 2.0
7 , 1.875
8 , 1.7777777777777777
9 , 1.7
10 , 1.6363636363636365
11 , 1.5833333333333333
12 , 1.5384615384615385
13 , 1.5
14 , 1.4666666666666666
15 , 1.4375
16 , 1.411764705882353
17 , 1.3888888888888888
18 , 1.368421052631579
19 , 1.35
20 , 1.3333333333333333
21 , 1.3181818181818181
22 , 1.3043478260869565
23 , 1.2916666666666667
24 , 1.28
25 , 1.2692307692307692
26 , 1.2592592592592593
27 , 1.25
28 , 1.2413793103448276
29 , 1.2333333333333334
30 , 1.2258064516129032
31 , 1.21875
32 , 1.2121212121212122
33 , 1.2058823529411764
34 , 1.2
35 , 1.1944444444444444
36 , 1.1891891891891893
37 , 1.1842105263157894
38 , 1.1794871794871795
39 , 1.175
40 , 1.170731707317073
41 , 1.1666666666666667
42 , 1.1627906976744187
43 , 1.1590909090909092
44 , 1.1555555555555554
45 , 1.1521739130434783
46 , 1.148936170212766
47 , 1.1458333333333333
48 , 1.1428571428571428
49 , 1.14
50 , 1.1372549019607843
51 , 1.1346153846153846
52 , 1.1320754716981132
53 , 1.1296296296296295
54 , 1.1272727272727272
55 , 1.125
56 , 1.1228070175438596
57 , 1.1206896551724137
58 , 1.11864406779661
59 , 1.1166666666666667
60 , 1.1147540983606556
61 , 1.1129032258064515
62 , 1.1111111111111112
63 , 1.109375
64 , 1.1076923076923078
65 , 1.106060606060606
66 , 1.1044776119402986
67 , 1.1029411764705883
68 , 1.1014492753623188
69 , 1.1
70 , 1.0985915492957747
71 , 1.0972222222222223
72 , 1.095890410958904
73 , 1.0945945945945945
74 , 1.0933333333333333
75 , 1.0921052631578947
76 , 1.0909090909090908
77 , 1.0897435897435896
78 , 1.0886075949367089
79 , 1.0875
80 , 1.0864197530864197
81 , 1.0853658536585367
82 , 1.0843373493975903
83 , 1.0833333333333333
84 , 1.0823529411764705
85 , 1.0813953488372092
86 , 1.0804597701149425
87 , 1.0795454545454546
88 , 1.0786516853932584
89 , 1.0777777777777777
90 , 1.0769230769230769
91 , 1.076086956521739
92 , 1.075268817204301
93 , 1.074468085106383
94 , 1.0736842105263158
95 , 1.0729166666666667
96 , 1.0721649484536082
97 , 1.0714285714285714
98 , 1.0707070707070707
99 , 1.07
100 , 1.0693069306930694
101 , 1.0686274509803921
102 , 1.0679611650485437
103 , 1.0673076923076923
104 , 1.0666666666666667
105 , 1.0660377358490567
106 , 1.0654205607476634
107 , 1.0648148148148149
108 , 1.0642201834862386
109 , 1.0636363636363637
110 , 1.063063063063063
111 , 1.0625
112 , 1.0619469026548674
113 , 1.0614035087719298
114 , 1.0608695652173914
115 , 1.0603448275862069
116 , 1.0598290598290598
117 , 1.0593220338983051
118 , 1.0588235294117647
119 , 1.0583333333333333
120 , 1.0578512396694215
121 , 1.0573770491803278
122 , 1.056910569105691
123 , 1.0564516129032258
124 , 1.056
125 , 1.0555555555555556
126 , 1.0551181102362204
127 , 1.0546875
128 , 1.054263565891473
129 , 1.0538461538461539
130 , 1.0534351145038168
131 , 1.053030303030303
132 , 1.0526315789473684
133 , 1.0522388059701493
134 , 1.0518518518518518
135 , 1.0514705882352942
136 , 1.051094890510949
137 , 1.0507246376811594
138 , 1.0503597122302157
139 , 1.05
140 , 1.049645390070922
141 , 1.0492957746478873
142 , 1.048951048951049
143 , 1.0486111111111112
144 , 1.0482758620689656
145 , 1.047945205479452
146 , 1.0476190476190477
147 , 1.0472972972972974
148 , 1.0469798657718121
149 , 1.0466666666666666
150 , 1.0463576158940397
151 , 1.0460526315789473
152 , 1.0457516339869282
153 , 1.0454545454545454
154 , 1.0451612903225806
155 , 1.044871794871795
156 , 1.0445859872611465
157 , 1.0443037974683544
158 , 1.0440251572327044
159 , 1.04375
160 , 1.0434782608695652
161 , 1.0432098765432098
162 , 1.0429447852760736
163 , 1.0426829268292683
164 , 1.0424242424242425
165 , 1.0421686746987953
166 , 1.0419161676646707
167 , 1.0416666666666667
168 , 1.0414201183431953
169 , 1.0411764705882354
170 , 1.04093567251462
171 , 1.0406976744186047
172 , 1.0404624277456647
173 , 1.0402298850574712
174 , 1.04
175 , 1.0397727272727273
176 , 1.03954802259887
177 , 1.0393258426966292
178 , 1.0391061452513966
179 , 1.038888888888889
180 , 1.0386740331491713
181 , 1.0384615384615385
182 , 1.0382513661202186
183 , 1.0380434782608696
184 , 1.037837837837838
185 , 1.0376344086021505
186 , 1.0374331550802138
187 , 1.0372340425531914
188 , 1.037037037037037
189 , 1.0368421052631578
190 , 1.036649214659686
191 , 1.0364583333333333
192 , 1.0362694300518134
193 , 1.0360824742268042
194 , 1.035897435897436
195 , 1.0357142857142858
196 , 1.0355329949238579
197 , 1.0353535353535352
198 , 1.035175879396985
199 , 1.035
200 , 1.0348258706467661
201 , 1.0346534653465347
202 , 1.0344827586206897
203 , 1.0343137254901962
204 , 1.0341463414634147
205 , 1.0339805825242718
206 , 1.0338164251207729
207 , 1.0336538461538463
208 , 1.0334928229665072
209 , 1.0333333333333334
210 , 1.033175355450237
211 , 1.0330188679245282
212 , 1.0328638497652582
213 , 1.0327102803738317
214 , 1.0325581395348837
215 , 1.0324074074074074
216 , 1.032258064516129
217 , 1.0321100917431192
218 , 1.0319634703196348
219 , 1.0318181818181817
220 , 1.0316742081447965
221 , 1.0315315315315314
222 , 1.031390134529148
223 , 1.03125
224 , 1.031111111111111
225 , 1.0309734513274336
226 , 1.0308370044052864
227 , 1.030701754385965
228 , 1.0305676855895196
229 , 1.0304347826086957
230 , 1.0303030303030303
231 , 1.0301724137931034
232 , 1.0300429184549356
233 , 1.0299145299145298
234 , 1.0297872340425531
235 , 1.0296610169491525
236 , 1.029535864978903
237 , 1.0294117647058822
238 , 1.0292887029288702
239 , 1.0291666666666666
240 , 1.0290456431535269
241 , 1.0289256198347108
242 , 1.02880658436214
243 , 1.028688524590164
244 , 1.0285714285714285
245 , 1.0284552845528456
246 , 1.0283400809716599
247 , 1.028225806451613
248 , 1.0281124497991967
249 , 1.028
250 , 1.0278884462151394
251 , 1.0277777777777777
252 , 1.0276679841897234
253 , 1.0275590551181102
254 , 1.0274509803921568
255 , 1.02734375
256 , 1.027237354085603
257 , 1.0271317829457365
258 , 1.027027027027027
259 , 1.0269230769230768
260 , 1.0268199233716475
261 , 1.0267175572519085
262 , 1.026615969581749
263 , 1.0265151515151516
264 , 1.0264150943396226
265 , 1.0263157894736843
266 , 1.0262172284644195
267 , 1.0261194029850746
268 , 1.0260223048327137
269 , 1.025925925925926
270 , 1.0258302583025831
271 , 1.025735294117647
272 , 1.0256410256410255
273 , 1.0255474452554745
274 , 1.0254545454545454
275 , 1.0253623188405796
276 , 1.0252707581227436
277 , 1.025179856115108
278 , 1.025089605734767
279 , 1.025
280 , 1.0249110320284698
281 , 1.024822695035461
282 , 1.0247349823321554
283 , 1.0246478873239437
284 , 1.024561403508772
285 , 1.0244755244755244
286 , 1.024390243902439
287 , 1.0243055555555556
288 , 1.0242214532871972
289 , 1.0241379310344827
290 , 1.0240549828178693
291 , 1.023972602739726
292 , 1.023890784982935
293 , 1.0238095238095237
294 , 1.023728813559322
295 , 1.0236486486486487
296 , 1.0235690235690236
297 , 1.023489932885906
298 , 1.0234113712374582
299 , 1.0233333333333334
300 , 1.0232558139534884
301 , 1.0231788079470199
302 , 1.023102310231023
303 , 1.0230263157894737
304 , 1.022950819672131
305 , 1.022875816993464
306 , 1.022801302931596
307 , 1.0227272727272727
308 , 1.022653721682848
309 , 1.0225806451612902
310 , 1.022508038585209
311 , 1.0224358974358974
312 , 1.0223642172523961
313 , 1.0222929936305734
314 , 1.0222222222222221
315 , 1.0221518987341771
316 , 1.0220820189274449
317 , 1.0220125786163523
318 , 1.0219435736677116
319 , 1.021875
320 , 1.0218068535825544
321 , 1.0217391304347827
322 , 1.021671826625387
323 , 1.021604938271605
324 , 1.0215384615384615
325 , 1.021472392638037
326 , 1.0214067278287462
327 , 1.021341463414634
